Time,Gear Ratio,Fuel Level (liter),RPM,X,Y
301,1.52,48.93547619,2400,-114.0437143,51.09615718
302,1.52,48.93191667,2400,-114.0439057,51.09615774
303,1.52,48.92835714,2400,-114.0441309,51.09615767
304,1.52,48.92479762,2400,-114.0444659,51.09615815
305,1.52,48.9212381,2400,-114.0447436,51.09615867
306,1.52,48.91767857,2400,-114.0450996,51.09615853
307,1.52,48.91411905,2400,-114.0452527,51.09615848
308,1.52,48.91055952,2400,-114.0454348,51.09615774
309,1.52,48.907,2400,-114.0455284,51.09615833
310,1.52,48.90344048,2400,-114.0456125,51.0961583
311,1.52,48.89988095,2400,-114.0837777,51.05022266
312,1.52,48.89632143,2400,-114.0837346,51.05018838
313,1.52,48.8927619,2400,-114.0836998,51.05015979
314,1.52,48.88920238,2400,-114.0836708,51.05013583
315,1.52,48.88564286,2400,-114.0835902,51.05006731
316,1.52,48.88208333,2400,-114.0835622,51.0500367
317,1.52,48.87852381,2400,-114.0835475,51.05002168
318,1.52,48.87496429,2400,-114.083531,51.0500003
319,1.52,48.87140476,2400,-114.0835177,51.04998124
320,1.52,48.86784524,2400,-114.083503,51.049959
321,1.52,48.86428571,2400,-114.0834901,51.04993751
322,1.52,48.86072619,2400,-114.0834791,51.04991324
323,1.52,48.85716667,2400,-114.0834729,51.04989864
324,1.52,48.85360714,2400,-114.0364122,51.1088691
325,1.52,48.85004762,2400,-114.0363816,51.10891396
326,1.52,48.8464881,2400,-114.0363522,51.10895361
327,1.52,48.84292857,2400,-114.0363353,51.10898539
328,1.52,48.83936905,2100,-114.0363173,51.1090367
329,1.52,48.83580952,2100,-114.0363128,51.10908418
330,1.52,48.83225,2100,-114.0363141,51.10912792
331,1.52,48.82869048,2100,-114.0363142,51.10919718
332,1.52,48.82513095,2100,-114.0363144,51.10929553
333,1.52,48.82157143,2100,-114.0363146,51.10939283
334,1.52,48.8180119,2100,-114.0363144,51.10953826
335,1.52,48.81445238,2100,-114.0363135,51.10967192
336,1.52,48.81089286,2100,-114.0363128,51.10985015
337,1.52,48.80733333,2100,-114.0363131,51.10999522
338,1.52,48.80377381,2100,-114.0363129,51.1101328
339,1.52,48.80021429,2100,-114.0363126,51.11020476
340,1.52,48.79665476,2100,-114.0655226,51.0960577
341,1.52,48.79309524,2100,-114.0657649,51.09605769
342,1.52,48.78953571,2100,-114.0658867,51.09605979
343,1.52,48.78597619,2100,-114.0659999,51.09605864
344,1.52,48.78241667,2100,-114.0660511,51.09605898
345,1.52,48.77885714,2100,-114.1269245,51.0819113
346,1.52,48.77529762,2100,-114.1266756,51.08170186
347,1.52,48.7717381,2100,-114.1266248,51.08166992
348,1.52,48.76817857,2100,-114.1265817,51.08164534
349,1.52,48.76461905,2100,-114.1265211,51.08161464
350,1.52,48.76105952,2100,-114.1264488,51.08157902
351,1.52,48.7575,2100,-114.1263667,51.08155449
352,1.52,48.75394048,2100,-114.1262905,51.08153119
353,1.52,48.75038095,2100,-114.1262104,51.08150912
354,1.52,48.74682143,2100,-114.1261186,51.08149445
355,1.52,48.7432619,2100,-114.12598,51.08147613
356,1.52,48.73970238,2100,-114.1257691,51.08146775
357,1.52,48.73614286,2100,-114.1255133,51.08145325
358,1.52,48.73258333,2100,-114.1253454,51.08144481
359,1.52,48.72902381,2100,-114.1251462,51.08142656
360,1.52,48.72546429,2100,-114.1249539,51.08139245
361,1.52,48.72190476,2100,-114.1248289,51.08136427
362,1.52,48.71834524,2100,-114.1247293,51.08133361
363,1.52,48.71478571,2100,-114.1246492,51.08130415
364,1.52,48.71122619,2100,-114.1245827,51.08127345
365,1.52,48.70766667,2100,-114.1244986,51.08123046
366,1.52,48.70410714,2100,-114.1244353,51.0811919
367,1.52,48.70054762,2100,-114.1243707,51.08115012
368,1.52,48.6969881,2100,-114.1243101,51.08110095
369,1.52,48.69342857,2100,-114.1242455,51.08104932
370,1.52,48.68986905,2100,-114.1241829,51.08098169
371,1.52,48.68630952,2100,-114.1240575,51.08083535
372,1.52,48.68275,2100,-114.1237697,51.08050455
373,1.52,48.67919048,2100,-114.1236976,51.08042382
374,1.52,48.67563095,2100,-114.1232833,51.08011533
375,1.52,48.67207143,2100,-114.1184474,51.08803359
376,1.52,48.6685119,2100,-114.1183752,51.08804964
377,1.52,48.66495238,2100,-114.1183312,51.08807188
378,1.52,48.66139286,2100,-114.1182638,51.08811449
379,1.52,48.65783333,2100,-114.1181745,51.08817747
380,1.52,48.65427381,2100,-114.1181203,51.08821544
381,1.52,48.65071429,2100,-114.1180822,51.0882497
382,1.52,48.64715476,2100,-114.1180222,51.08830062
383,1.52,48.64359524,2100,-114.1179944,51.08832932
384,1.52,48.64003571,2100,-114.1179213,51.08841355
385,1.52,48.63647619,2100,-114.1178657,51.08847187
386,1.52,48.63291667,2100,-114.1178408,51.08850889
387,1.52,48.62935714,2100,-114.1375508,51.05830133
388,1.52,48.62579762,2100,-114.137214,51.05813599
389,1.52,48.6222381,2100,-114.0942104,51.04574364
390,1.52,48.61867857,2100,-114.0941792,51.04574794
391,1.52,48.61511905,2100,-114.0941412,51.04575142
392,1.52,48.61155952,600,-114.0940936,51.04575633
393,1.52,48.608,600,-114.0940513,51.04575998
394,1.52,48.60444048,600,-114.0939897,51.04576425
395,1.52,48.60088095,600,-114.0939317,51.04576744
396,1.52,48.59732143,600,-114.0938847,51.04576903
397,1.52,48.5937619,600,-114.0938382,51.04576954
398,1.52,48.59020238,600,-114.0937992,51.04577037
399,1.52,48.58664286,600,-114.0937492,51.04577104
400,1.52,48.58308333,600,-114.0937034,51.04576998
401,1.52,48.57952381,600,-114.0936561,51.04576892
402,1.52,48.57596429,600,-114.0936165,51.04576722
403,1.52,48.57240476,600,-114.0935586,51.04576445
404,1.52,48.56884524,600,-114.0935046,51.0457601
405,1.52,48.56528571,600,-114.0934602,51.04575593
406,1.52,48.56172619,600,-114.0934183,51.04575201
407,1.52,48.55816667,600,-114.093387,51.04574816
408,1.52,48.55460714,600,-114.0933651,51.04574546
409,1.52,48.55104762,600,-114.0933054,51.04573861
410,1.52,48.5474881,600,-114.0932519,51.04573002
411,1.52,48.54392857,600,-114.0932077,51.04572241
412,1.52,48.54036905,600,-114.0931551,51.0457135
413,1.52,48.53680952,600,-114.0930981,51.04570209
414,1.52,48.53325,600,-114.0930399,51.04569086
415,1.52,48.52969048,600,-114.0929659,51.04567553
416,1.52,48.52613095,600,-114.0928625,51.04565432
417,1.52,48.52257143,600,-114.0928027,51.04564181
418,1.52,48.5190119,600,-114.0927253,51.04562588
419,1.52,48.51545238,600,-114.0926445,51.045609
420,1.52,48.51189286,600,-114.0925957,51.0455993
421,1.52,48.50833333,600,-114.0925381,51.04558837
422,1.52,48.50477381,600,-114.092487,51.04557868
423,1.52,48.50121429,600,-114.0924364,51.04557055
424,1.52,48.49765476,600,-114.0923823,51.04556138
425,1.52,48.49409524,600,-114.0923203,51.04555012
426,1.52,48.49053571,600,-114.0922614,51.04553799
427,1.52,48.48697619,600,-114.0922071,51.04552657
428,1.52,48.48341667,600,-114.0921555,51.04551463
429,1.52,48.47985714,600,-114.0363126,51.11020476
430,1.52,48.47629762,600,-114.0363121,51.11030424
431,1.52,48.4727381,600,-114.0363122,51.1104559
432,1.52,48.46917857,600,-114.122279,51.06729426
433,1.52,48.46561905,600,-114.1221837,51.06720821
434,1.52,48.46205952,600,-114.1221164,51.0671438
435,1.52,48.4585,600,-114.1220549,51.06708043
436,1.52,48.45494048,600,-114.122004,51.06702477
437,1.52,48.45138095,600,-114.1219416,51.06695417
438,1.52,48.44782143,600,-114.1219063,51.06691243
439,1.52,48.4442619,600,-114.1218184,51.06681142
440,1.52,48.44070238,600,-114.1217749,51.06676298
441,1.52,48.43714286,600,-114.1217125,51.06669032
442,1.52,48.43358333,600,-114.1216681,51.06663724
443,1.52,48.43002381,600,-114.1216164,51.06657746
444,1.52,48.42646429,600,-114.1215598,51.06651459
445,1.52,48.42290476,600,-114.1215212,51.06646622
446,1.52,48.41934524,600,-114.0568155,51.11065391
447,1.52,48.41578571,600,-114.0568191,51.11106081
448,1.52,48.41222619,600,-114.0981193,51.0668725
449,1.52,48.40866667,600,-114.0980028,51.06687139
450,1.52,48.40510714,600,-114.0625172,51.07244144
451,1.52,48.40154762,600,-114.0625175,51.07265739
452,1.52,48.3979881,600,-114.0625178,51.07287333
453,1.52,48.39442857,600,-114.0625181,51.07308927
454,1.52,48.39086905,600,-114.0625184,51.07330522
455,1.52,48.38730952,600,-114.0599946,51.09611263
456,1.52,48.38375,600,-114.0600142,51.09611229
457,1.52,48.38019048,600,-114.0601211,51.09611089
458,1.52,48.37663095,600,-114.060233,51.09610811
459,1.52,48.37307143,600,-114.0603548,51.09610535
460,1.52,48.3695119,600,-114.0604638,51.09610125
461,1.52,48.36595238,600,-114.0605343,51.09609852
462,1.52,48.36239286,600,-114.0605984,51.09609579
463,1.52,48.35883333,600,-114.0607053,51.09609574
464,1.52,48.35527381,600,-114.0608165,51.09609568
465,1.52,48.35171429,600,-114.060899,51.09609492
466,1.52,48.34815476,600,-114.1401295,51.08741275
467,1.52,48.34459524,600,-114.1400696,51.08739636
468,1.52,48.34103571,600,-114.1400179,51.08738158
469,1.52,48.33747619,600,-114.1399561,51.08736559
470,1.52,48.33391667,1100,-114.1398962,51.08735403
471,1.52,48.33035714,1100,-114.1398356,51.08734326
472,1.52,48.32679762,1100,-114.1397655,51.08733371
473,1.52,48.3232381,1100,-114.1396942,51.08732577
474,1.52,48.31967857,1100,-114.1395282,51.0873072
475,1.52,48.31611905,1100,-114.1394256,51.08729528
476,1.52,48.31255952,1100,-114.1392386,51.0872751
477,1.52,48.309,1100,-114.1391303,51.08726239
478,1.52,48.30544048,1100,-114.1390139,51.08724971
479,1.52,48.30188095,1100,-114.1389247,51.08723891
480,1.52,48.29832143,1100,-114.1155113,51.09162462
481,1.52,48.2947619,1100,-114.1155227,51.09160729
482,1.52,48.29120238,1100,-114.1155377,51.09158267
483,1.52,48.28764286,1100,-114.1155727,51.09153601
484,1.52,48.28408333,1100,-114.1156229,51.09147581
485,1.52,48.28052381,1100,-114.1157001,51.09137478
486,1.52,48.27696429,1100,-114.1157848,51.09127286
487,1.52,48.27340476,1100,-114.0364132,51.10848123
488,1.52,48.26984524,1100,-114.0364122,51.1088691
489,1.52,48.26628571,1100,-114.0603002,51.04925979
490,1.52,48.26272619,1100,-114.0603107,51.04911271
491,1.52,48.25916667,1100,-114.0603211,51.04896563
492,1.52,48.25560714,1100,-114.0603316,51.04881856
493,1.52,48.25204762,1100,-114.060342,51.04867148
494,1.52,48.2484881,1100,-114.1157848,51.09127286
495,1.52,48.24492857,1100,-114.1157871,51.09127008
496,1.52,48.24136905,1100,-114.1158698,51.09116834
497,1.52,48.23780952,1100,-114.1159265,51.0910982
498,1.52,48.23425,1100,-114.1159715,51.09104204
499,1.52,48.23069048,1100,-114.1160294,51.09097122
500,1.52,48.22713095,1100,-114.1160634,51.09092942
501,1.52,48.22357143,1100,-114.0364375,51.10007919
502,1.52,48.2200119,1100,-114.0364374,51.10021119
503,2.34,48.21645238,1100,-114.0364371,51.10033593
504,2.34,48.21289286,1100,-114.0364368,51.10046066
505,2.34,48.20933333,1100,-114.0364365,51.1005854
506,2.34,48.20577381,1100,-114.083886,51.04342744
507,2.34,48.20221429,1100,-114.0839073,51.04318103
508,2.34,48.19865476,1100,-114.0839233,51.04295781
509,2.34,48.19509524,1100,-114.1180905,51.0738211
510,2.34,48.19153571,1100,-114.1181153,51.07388344
511,2.34,48.18797619,1100,-114.1181548,51.07398473
512,2.34,48.18441667,1100,-114.11821,51.07410577
513,2.34,48.18085714,1100,-114.1182462,51.0741867
514,2.34,48.17729762,1100,-114.0848555,51.0668293
515,2.34,48.1737381,1100,-114.0846965,51.06682897
516,2.34,48.17017857,1100,-114.0845029,51.06682821
517,2.34,48.16661905,1100,-114.0842566,51.06682884
518,2.34,48.16305952,1100,-114.0841394,51.06682853
519,2.34,48.1595,1100,-114.0811176,51.04796219
520,2.34,48.15594048,1100,-114.0811261,51.04784215
521,2.34,48.15238095,1100,-114.0811347,51.0477221
522,2.34,48.14882143,1100,-114.0811433,51.04760205
523,2.34,48.1452619,1100,-114.0811518,51.047482
524,2.34,48.14170238,1100,-114.0550044,51.0796266
525,2.34,48.13814286,1100,-114.0549985,51.0797143
526,2.34,48.13458333,1100,-114.054813,51.08051333
527,2.34,48.13102381,1100,-114.0946754,51.04683758
528,2.34,48.12746429,1100,-114.0946732,51.0469263
529,2.34,48.12390476,1100,-114.0946716,51.04699271
530,2.34,48.12034524,1100,-114.0946699,51.0470617
531,2.34,48.11678571,1100,-114.0946659,51.0472222
532,2.34,48.11322619,1100,-114.0946642,51.04730106
533,2.34,48.10966667,1100,-114.0946812,51.04732762
534,2.34,48.10610714,1100,-114.0946894,51.04733561
535,2.34,48.10254762,1100,-114.0946947,51.04733977
536,2.34,48.0989881,1100,-114.0599874,51.11066032
537,2.34,48.09542857,1100,-114.060363,51.11066113
538,2.34,48.09186905,1100,-114.0610085,51.1106616
539,2.34,48.08830952,1100,-114.0616934,51.11066433
540,2.34,48.08475,1100,-114.0946983,51.05111528
541,2.34,48.08119048,1100,-114.0946961,51.05126137
542,2.34,48.07763095,1100,-114.0815392,51.04511923
543,2.34,48.07407143,1100,-114.0813602,51.0451142
544,2.34,48.0705119,1100,-114.0812729,51.04511175
545,2.34,48.06695238,1100,-114.0812552,51.04511125
546,2.34,48.06339286,1100,-114.0810067,51.04510426
547,2.34,48.05983333,1100,-114.1272211,51.10308855
548,2.34,48.05627381,1100,-114.1271002,51.10301656
549,2.34,48.05271429,1100,-114.1268905,51.10289675
550,2.34,48.04915476,1100,-114.1267324,51.10280936
551,2.34,48.04559524,1100,-114.1266654,51.10277092
552,2.34,48.04203571,1100,-114.0516986,51.05278713
553,2.34,48.03847619,1100,-114.0516971,51.05256811
554,2.34,48.03491667,1100,-114.0516957,51.05234908
555,2.34,48.03135714,1100,-114.0516942,51.05213005
556,2.34,48.02779762,1100,-114.0516927,51.05191102
557,2.34,48.0242381,1100,-114.0523911,51.08367007
558,2.34,48.02067857,1100,-114.052378,51.0837071
559,2.34,48.01711905,1100,-114.052355,51.08377978
560,2.34,48.01355952,1100,-114.0522757,51.0841037
561,2.34,48.01,1100,-114.0455578,51.09603436
562,2.34,48.00644048,1100,-114.0453395,51.09603444
563,2.34,48.00288095,1100,-114.0451511,51.09603507
564,2.34,47.99932143,1100,-114.0449323,51.0960346
565,2.34,47.9957619,1100,-114.044557,51.09603415
566,2.34,47.99220238,1100,-114.0442828,51.09603425
567,2.34,47.98864286,1100,-114.0439678,51.09603438
568,2.34,47.98508333,1100,-114.0434656,51.09603404
569,2.34,47.98152381,1100,-114.04314,51.09603417
570,2.34,47.97796429,1100,-114.0426789,51.09603432
571,2.34,47.97440476,1100,-114.0424091,51.09603442
572,2.34,47.97084524,1100,-114.0422281,51.09603505
573,2.34,47.96728571,1100,-114.0419293,51.09603461
574,2.34,47.96372619,1100,-114.0417574,51.09603459
575,2.34,47.96016667,1100,-114.0848721,51.06785765
576,2.34,47.95660714,1100,-114.0848788,51.06830159
577,2.34,47.95304762,1300,-114.1285024,51.07420098
578,2.34,47.9494881,1300,-114.1284436,51.07417819
579,2.34,47.94592857,1300,-114.1283623,51.07414754
580,2.34,47.94236905,1300,-114.1282647,51.0741137
581,2.34,47.93880952,1300,-114.0764525,51.06699158
582,2.34,47.93525,1300,-114.076842,51.06699191
583,2.34,47.93169048,1300,-114.0771809,51.06699079
584,2.34,47.92813095,1300,-114.0776799,51.06699046
585,2.34,47.92457143,1300,-114.0783107,51.06699049
586,2.34,47.9210119,1300,-114.0787827,51.06698972
587,2.34,47.91745238,1300,-114.0789144,51.06698996
588,2.34,47.91389286,1300,-114.0624402,51.10057329
589,2.34,47.91033333,1300,-114.0624402,51.10109222
590,2.34,47.90677381,1300,-114.0624402,51.10161114
591,2.34,47.90321429,1300,-114.0624402,51.10213007
592,2.34,47.89965476,1300,-114.0624402,51.102649
593,2.34,47.89609524,1300,-114.046707,51.10562845
594,2.34,47.89253571,1300,-114.0465301,51.10493494
595,2.34,47.88897619,1300,-114.0463351,51.10426309
596,2.34,47.88541667,1300,-114.0461813,51.10378177
597,2.34,47.88185714,1300,-114.0459822,51.10322433
598,2.34,47.87829762,1300,-114.1354654,51.0742936
599,2.34,47.8747381,1300,-114.1353601,51.07428925
600,2.34,47.87117857,1300,-114.1351914,51.07428786
